2018-02-12 17:18:03,6,,,,,,,,
2018-02-12 17:18:05,7,,,,,,,,
2018-02-12 17:18:07,8,,,,,,,,
2018-02-12 17:18:08,9,,,,,,,,
2018-02-12 17:18:10,10,,,,,,,,
2018-02-12 17:18:14,great job!,,,,,,,,
2018-02-12 17:18:17,That's good,,,,,,,,
2018-02-12 17:18:29,Help yourself to a healty snack!,,,,,,,,
2018-02-12 17:18:42,Thank you!,,,,,,,,
2018-02-12 17:18:46,How are you feeling now?,,,,,,,,
2018-02-12 17:18:55,User Pressed Green Button!,,,,,,,,
2018-02-12 17:18:58,Great!,,,,,,,,
2018-02-12 17:19:01,Goodbye,Have a nice day!,,,,,,,
2018-02-12 17:19:07,YEse,,,,,,,,
2018-02-12 17:19:16,Oops,,,,,,,,
2018-02-12 17:19:19,Bye,,,,,,,,
2018-02-12 17:19:27,SESSION RECORDING ENDED,,,,,,,,
2018-02-12 17:19:38,SESSION RECORDING STARTED,,,,,,,,
2018-02-12 17:19:50,Hello!,,,,,,,,
2018-02-12 17:19:58,I'm good,,,,,,,,
2018-02-12 17:20:01,Are you Mike?,,,,,,,,
2018-02-12 17:20:09,I'm Resolutionbot,,,,,,,,
2018-02-12 17:20:16,How are you feeling today?,,,,,,,,
2018-02-12 17:20:18,You can use my buttons to reply.,,,,,,,,
2018-02-12 17:20:24,User Pressed Green Button!,,,,,,,,
2018-02-12 17:20:27,Great!,,,,,,,,
2018-02-12 17:20:31,Would you like to do some pushups?,,,,,,,,
2018-02-12 17:20:37,Great!,,,,,,,,
2018-02-12 17:20:41,Get in pushup position! Tell me when you're ready.,,,,,,,,
2018-02-12 17:20:48,Go,,,,,,,,
2018-02-12 17:20:51,1,,,,,,,,
2018-02-12 17:20:55,2,,,,,,,,
2018-02-12 17:20:57,3,,,,,,,,
2018-02-12 17:21:00,4,,,,,,,,
2018-02-12 17:21:03,5,,,,,,,,
2018-02-12 17:21:06,6,,,,,,,,
2018-02-12 17:21:09,7,,,,,,,,
2018-02-12 17:21:11,8,,,,,,,,
2018-02-12 17:21:13,9,,,,,,,,
2018-02-12 17:21:15,10,,,,,,,,
2018-02-12 17:21:18,Nic!,,,,,,,,
2018-02-12 17:21:25,Good Job!,,,,,,,,
2018-02-12 17:21:30,That was a typo,,,,,,,,
2018-02-12 17:21:38,Help yourself to a healty snack!,,,,,,,,
2018-02-12 17:21:53,Your welcome,,,,,,,,
2018-02-12 17:21:53,ROTATE' Motion Triggered,,,,,,,,
2018-02-12 17:21:57,How are you feeling now?,,,,,,,,
2018-02-12 17:22:00,You can use my buttons to reply.,,,,,,,,
2018-02-12 17:22:05,User Pressed Green Button!,,,,,,,,
2018-02-12 17:22:06,User Pressed Green Button!,,,,,,,,
2018-02-12 17:22:06,Great!,,,,,,,,
2018-02-12 17:22:14,Nice talking with you.,,,,,,,,
2018-02-12 17:22:17,Goodbye,Have a nice day!,,,,,,,
2018-02-12 17:22:34,SESSION RECORDING ENDED,,,,,,,,
2018-02-12 22:01:26,SHAKE' Motion Triggered,,,,,,,,
2018-02-12 22:01:29,BUMP' Motion Triggered,,,,,,,,
2018-02-12 22:01:32,NUDGE' Motion Triggered,,,,,,,,
2018-02-12 22:01:35,NUDGE' Motion Triggered,,,,,,,,
2018-02-12 22:01:37,SHAKE' Motion Triggered,,,,,,,,
2018-02-12 22:01:51,ROTATE' Motion Triggered,,,,,,,,
2018-02-12 22:01:53,BUMP' Motion Triggered,,,,,,,,
2018-02-12 22:01:56,ROTATE' Motion Triggered,,,,,,,,
2018-02-12 22:01:58,BUMP' Motion Triggered,,,,,,,,
2018-02-12 22:05:27,ROTATE' Motion Triggered,,,,,,,,
2018-02-12 22:05:30,ROTATE' Motion Triggered,,,,,,,,
2018-02-12 22:05:32,BUMP' Motion Triggered,,,,,,,,
2018-02-12 22:05:35,NUDGE' Motion Triggered,,,,,,,,
2018-02-12 22:05:37,BUMP' Motion Triggered,,,,,,,,
2018-02-12 22:05:38,ROTATE' Motion Triggered,,,,,,,,
